national_tmed,national_tmin,national_tmax
19.43821815,13.27945561,25.60951031
19.6433659,13.91278057,25.3889192
20.79500512,14.98867407,26.63333418
20.6268661,14.63855726,26.62016469
21.08380169,15.66025701,26.49739011
21.5801487,15.75377092,27.41499663
21.21892879,15.64677723,26.81658198
21.52657735,15.15382255,27.88274081
20.47369806,13.86207902,27.06101015
19.11488699,12.10906898,26.11565325
19.39171402,12.2361439,26.5502395
19.63350511,12.58717969,26.6883601
20.58707491,13.59194361,27.56268024
21.26789064,14.45077486,28.09785048
20.01698425,14.34387965,25.72213008
18.12177498,13.62766475,22.59705178
15.38043655,11.91121695,18.83885831
14.68331066,10.64774591,18.69258504
17.50802567,12.54290281,22.49160472
15.85393001,9.482424673,22.23095474
17.82198104,10.61795205,25.04803505
18.7088246,11.46740647,25.96990035
19.06091269,11.93521042,26.19300902
19.36206383,12.2785523,26.44785624
14.97006834,8.990343515,20.95336171
14.60355296,9.050398456,20.15167822
15.3400195,9.92949155,20.75053125
15.9441818,11.7341583,20.11831547
15.78442266,11.66999517,19.91418639
11.38973149,6.787361113,16.01697269
10.74132039,4.684095644,16.79040953
10.50174411,5.494086623,15.51160128
9.733928767,5.11983548,14.36194572
11.0010858,5.589709242,16.4120855
10.57212587,5.809031339,15.35486505
9.712644978,3.873559419,15.53441038
10.37604998,3.599667803,17.1412373
11.4169085,4.536216489,18.25586133
12.39842489,5.740308507,19.05020293
12.38951669,5.261876213,19.49880218
12.75273906,5.57528413,19.93374502
12.36024671,5.42455463,19.29419998
14.03465984,8.188020868,19.86093731
14.58227478,9.773359461,19.40276546
9.353762563,4.183300431,14.51464657
9.43708044,5.005020176,13.86607779
8.867747884,5.227501673,12.48262105
6.606084036,2.189223852,11.03762242
5.429697011,1.055655729,9.788687499
6.65588595,1.04282425,12.26682026
7.014961626,1.154532161,12.87522955
7.137152786,1.275185428,13.01564451
8.031093481,2.249036248,13.80466376
9.196776107,4.24756968,14.14570803
8.993618274,5.013878025,12.97320847
